,vix,spx
2016-02-01,19.98,4392.330078125
2016-02-02,21.98,4283.990234375
2016-02-03,21.65,4226.9599609375
2016-02-04,21.84,4228.52978515625
2016-02-05,23.38,4200.669921875
2016-02-08,26.0,4066.31005859375
2016-02-09,26.54,3997.5400390625
2016-02-10,26.29,4061.199951171875
2016-02-11,28.14,3896.7099609375
2016-02-12,25.4,3995.06005859375
2016-02-16,24.11,4110.66015625
2016-02-17,22.31,4233.47021484375
2016-02-18,21.64,4239.759765625
2016-02-19,20.53,4223.0400390625
2016-02-22,19.38,4298.7001953125
2016-02-23,20.98,4238.419921875
2016-02-24,20.72,4155.33984375
2016-02-25,19.11,4248.4501953125
2016-02-26,19.81,4314.56982421875
2016-02-29,20.55,4353.5498046875
2016-03-01,17.7,4406.83984375
2016-03-02,17.09,4424.89013671875
2016-03-03,16.7,4416.080078125
2016-03-04,16.86,4456.6201171875
2016-03-07,17.35,4442.2900390625
2016-03-08,18.67,4404.02001953125
2016-03-09,18.34,4425.64990234375
2016-03-10,18.05,4350.35009765625
2016-03-11,16.5,4492.7900390625
2016-03-14,16.92,4506.58984375
2016-03-15,16.84,4472.6298828125
2016-03-16,14.99,4463.0
2016-03-17,14.44,4442.89013671875
2016-03-18,14.02,4462.509765625
2016-03-21,13.79,4427.7998046875
2016-03-22,14.17,4431.97021484375
2016-03-23,14.94,4423.97998046875
2016-03-24,14.74,4329.68017578125
2016-03-29,13.82,4366.669921875
2016-03-30,13.56,4444.419921875
2016-03-31,13.95,4385.06005859375
2016-04-01,13.1,4322.240234375
2016-04-04,14.12,4345.22021484375
2016-04-05,15.42,4250.27978515625
2016-04-06,14.09,4284.64013671875
2016-04-07,16.16,4245.91015625
2016-04-08,15.36,4303.1201171875
2016-04-11,16.26,4312.6298828125
2016-04-12,14.85,4345.91015625
2016-04-13,13.84,4490.31005859375
2016-04-14,13.72,4511.509765625
2016-04-15,13.62,4495.169921875
2016-04-18,13.35,4506.83984375
2016-04-19,13.24,4566.47998046875
2016-04-20,13.28,4591.919921875
2016-04-21,13.95,4582.830078125
2016-04-22,13.22,4569.66015625
2016-04-25,14.08,4546.1201171875
2016-04-26,13.96,4533.18017578125
2016-04-27,13.77,4559.39990234375
2016-04-28,15.22,4557.35986328125
2016-04-29,15.7,4428.9599609375
2016-05-02,14.68,4442.75
2016-05-03,15.6,4371.97998046875
2016-05-04,16.05,4324.22998046875
2016-05-05,15.91,4319.4599609375
2016-05-06,14.72,4301.240234375
2016-05-09,14.57,4322.81005859375
2016-05-10,13.63,4338.2099609375
2016-05-11,14.69,4316.669921875
2016-05-12,14.41,4293.27001953125
2016-05-13,15.04,4319.990234375
2016-05-16,14.68,4312.27978515625
2016-05-17,15.57,4297.56982421875
2016-05-18,15.95,4319.2998046875
2016-05-19,16.33,4282.5400390625
2016-05-20,15.2,4353.89990234375
2016-05-23,15.82,4325.10009765625
2016-05-24,14.42,4431.52001953125
2016-05-25,13.9,4481.64013671875
2016-05-26,13.43,4512.64013671875
2016-05-27,13.12,4514.740234375
2016-05-31,14.19,4505.6201171875
2016-06-01,14.2,4475.39013671875
2016-06-02,13.63,4466.0
2016-06-03,13.47,4421.77978515625
2016-06-06,13.65,4423.3798828125
2016-06-07,14.05,4475.85986328125
2016-06-08,14.08,4448.72998046875
2016-06-09,14.64,4405.60986328125
2016-06-10,17.03,4306.72021484375
2016-06-13,20.97,4227.02001953125
2016-06-14,20.5,4130.330078125
2016-06-15,20.14,4171.580078125
2016-06-16,19.37,4153.009765625
2016-06-17,19.41,4193.830078125
2016-06-20,18.37,4340.759765625
2016-06-21,18.48,4367.240234375
2016-06-22,21.17,4380.02978515625
2016-06-23,17.25,4465.89990234375
2016-06-24,25.76,4106.72998046875
2016-06-27,23.85,4030.300048828125
2016-06-28,18.75,4088.85009765625
2016-06-29,16.64,4195.31982421875
2016-06-30,15.63,4237.47998046875
2016-07-01,14.77,4273.9599609375
2016-07-05,15.58,4163.419921875
2016-07-06,14.96,4085.300048828125
2016-07-07,14.76,4117.85009765625
2016-07-08,13.2,4190.68017578125
2016-07-11,13.54,4264.52978515625
2016-07-12,13.55,4331.3798828125
2016-07-13,13.04,4335.259765625
2016-07-14,12.82,4385.52001953125
2016-07-15,12.67,4372.509765625
2016-07-18,12.44,4357.740234375
2016-07-19,11.97,4330.1298828125
2016-07-20,11.77,4379.759765625
2016-07-21,12.74,4376.25
2016-07-22,12.02,4381.10009765625
2016-07-25,12.87,4388.0
2016-07-26,13.05,4394.77001953125
2016-07-27,12.83,4446.9599609375
2016-07-28,12.72,4420.580078125
2016-07-29,11.87,4439.81005859375
2016-08-01,12.44,4409.169921875
2016-08-02,13.37,4327.990234375
2016-08-03,12.86,4321.080078125
2016-08-04,12.42,4345.6298828125
2016-08-05,11.39,4410.5498046875
2016-08-08,11.5,4415.4599609375
2016-08-09,11.66,4468.06982421875
2016-08-10,12.05,4452.009765625
2016-08-11,11.68,4503.9501953125
2016-08-12,11.55,4500.18994140625
2016-08-15,11.81,4497.85986328125
2016-08-16,12.64,4460.43994140625
2016-08-17,12.19,4417.68017578125
2016-08-18,11.43,4437.06005859375
2016-08-19,11.34,4400.52001953125
2016-08-22,12.27,4389.93994140625
2016-08-23,12.38,4421.4501953125
2016-08-24,13.45,4435.47021484375
2016-08-25,13.63,4406.60986328125
2016-08-26,13.65,4441.8701171875
2016-08-29,12.94,4424.25
2016-08-30,13.12,4457.490234375
2016-08-31,13.42,4438.22021484375
2016-09-01,13.48,4439.669921875
2016-09-02,11.98,4542.169921875
2016-09-06,12.02,4529.9599609375
2016-09-07,11.94,4557.66015625
2016-09-08,12.51,4542.2001953125
2016-09-09,17.5,4491.39990234375
2016-09-12,15.16,4439.7998046875
2016-09-13,17.85,4387.18017578125
2016-09-14,18.14,4370.259765625
2016-09-15,16.3,4373.22021484375
2016-09-16,15.37,4332.4501953125
2016-09-19,15.53,4394.18994140625
2016-09-20,15.92,4388.60009765625
2016-09-21,13.3,4409.5498046875
2016-09-22,12.02,4509.81982421875
2016-09-23,12.29,4488.68994140625
2016-09-26,14.5,4407.85009765625
2016-09-27,13.1,4398.68017578125
2016-09-28,12.39,4432.4501953125
2016-09-29,14.02,4443.83984375
2016-09-30,13.29,4448.259765625
2016-10-03,13.57,4453.56005859375
2016-10-04,13.63,4503.08984375
2016-10-05,12.99,4489.9501953125
2016-10-06,12.84,4480.10009765625
2016-10-07,13.48,4449.91015625
2016-10-10,13.38,4497.259765625
2016-10-11,15.36,4471.740234375
2016-10-12,15.91,4452.240234375
2016-10-13,16.69,4405.169921875
2016-10-14,16.12,4470.919921875
2016-10-17,16.21,4450.22998046875
2016-10-18,15.28,4508.91015625
2016-10-19,14.41,4520.2998046875
2016-10-20,13.75,4540.1201171875
2016-10-21,13.34,4536.06982421875
2016-10-24,13.02,4552.580078125
2016-10-25,13.46,4540.83984375
2016-10-26,14.24,4534.58984375
2016-10-27,15.36,4533.56982421875
2016-10-28,16.19,4548.580078125
2016-10-31,17.06,4509.259765625
2016-11-01,18.56,4470.27978515625
2016-11-02,19.32,4414.669921875
2016-11-03,22.08,4411.68017578125
2016-11-04,22.51,4377.4599609375
2016-11-07,18.71,4461.2099609375
2016-11-08,18.74,4476.89013671875
2016-11-09,14.38,4543.47998046875
2016-11-10,14.74,4530.9501953125
2016-11-11,14.17,4489.27001953125
2016-11-14,14.48,4508.5498046875
2016-11-15,13.37,4536.52978515625
2016-11-16,13.72,4501.14013671875
2016-11-17,13.35,4527.77001953125
2016-11-18,12.85,4504.35009765625
2016-11-21,12.42,4529.580078125
2016-11-22,12.41,4548.35009765625
2016-11-23,12.43,4529.2099609375
2016-11-25,12.34,4550.27001953125
2016-11-28,13.15,4510.39013671875
2016-11-29,12.9,4551.4599609375
2016-11-30,13.33,4578.33984375
2016-12-01,14.07,4560.60986328125
2016-12-02,14.12,4528.81982421875
2016-12-05,12.14,4574.31982421875
2016-12-06,11.79,4631.93994140625
2016-12-07,12.22,4694.72021484375
2016-12-08,12.64,4735.47998046875
2016-12-09,11.75,4764.06982421875
2016-12-12,12.64,4760.77001953125
2016-12-13,12.72,4803.8701171875
2016-12-14,13.19,4769.240234375
2016-12-15,12.79,4819.22998046875
2016-12-16,12.2,4833.27001953125
2016-12-19,11.71,4822.77001953125
2016-12-20,11.45,4849.89013671875
2016-12-21,11.27,4833.81982421875
2016-12-22,11.43,4834.6298828125
2016-12-23,11.44,4839.68017578125
2016-12-27,11.99,4848.27978515625
2016-12-28,12.95,4848.009765625
2016-12-29,13.37,4838.47021484375
2016-12-30,14.04,4862.31005859375
2017-01-03,12.85,4899.330078125
2017-01-04,11.85,4899.39990234375
2017-01-05,11.67,4900.64013671875
2017-01-06,11.32,4909.83984375
2017-01-09,11.56,4887.56982421875
2017-01-10,11.49,4888.22998046875
2017-01-11,11.26,4888.7099609375
2017-01-12,11.54,4863.97021484375
2017-01-13,11.23,4922.490234375
2017-01-17,11.87,4859.68994140625
2017-01-18,12.48,4853.39990234375
2017-01-19,12.78,4841.14013671875
2017-01-20,11.54,4850.669921875
2017-01-23,11.77,4821.41015625
2017-01-24,11.07,4830.02978515625
2017-01-25,10.81,4877.669921875
2017-01-26,10.63,4867.240234375
2017-01-27,10.58,4839.97998046875
2017-01-30,11.88,4784.64013671875
2017-01-31,11.99,4748.89990234375
2017-02-01,11.81,4794.580078125
2017-02-02,11.93,4794.2900390625
2017-02-03,10.97,4825.419921875
2017-02-06,11.37,4778.080078125
2017-02-07,11.29,4754.47021484375
2017-02-08,11.45,4766.60009765625
2017-02-09,10.88,4826.240234375
2017-02-10,10.85,4828.31982421875
2017-02-13,11.07,4888.18994140625
2017-02-14,10.74,4895.81982421875
2017-02-15,11.97,4924.85986328125
2017-02-16,11.76,4899.4599609375
2017-02-17,11.49,4867.580078125
2017-02-21,11.57,4888.759765625
2017-02-22,11.74,4895.8798828125
2017-02-23,11.71,4891.2900390625
2017-02-24,11.47,4845.240234375
2017-02-27,12.09,4845.18017578125
2017-02-28,12.92,4858.580078125
2017-03-01,12.54,4960.830078125
2017-03-02,11.81,4963.7998046875
2017-03-03,10.96,4995.1298828125
2017-03-06,11.24,4972.18994140625
2017-03-07,11.45,4955.0
2017-03-08,11.86,4960.47998046875
2017-03-09,12.3,4981.509765625
2017-03-10,11.66,4993.31982421875
2017-03-13,11.35,4999.60009765625
2017-03-14,12.3,4974.259765625
2017-03-15,11.63,4985.47998046875
2017-03-16,11.21,5013.3798828125
2017-03-17,11.28,5029.240234375
2017-03-20,11.34,5012.16015625
2017-03-21,12.47,5002.43017578125
2017-03-22,12.81,4994.7001953125
2017-03-23,13.12,5032.759765625
2017-03-24,12.96,5020.89990234375
2017-03-27,12.5,5017.43017578125
2017-03-28,11.53,5046.2001953125
2017-03-29,11.42,5069.0400390625
2017-03-30,11.54,5089.64013671875
2017-03-31,12.37,5122.509765625
2017-04-03,12.38,5085.91015625
2017-04-04,11.79,5101.1298828125
2017-04-05,12.89,5091.85009765625
2017-04-06,12.39,5121.43994140625
2017-04-07,12.87,5135.27978515625
2017-04-10,14.05,5107.4501953125
2017-04-11,15.07,5101.85986328125
2017-04-12,15.77,5101.10986328125
2017-04-13,15.96,5071.10009765625
2017-04-18,14.42,4990.25
2017-04-19,14.93,5003.72998046875
2017-04-20,14.15,5077.91015625
2017-04-21,14.63,5059.2001953125
2017-04-24,10.84,5268.85009765625
2017-04-25,10.76,5277.8798828125
2017-04-26,10.85,5287.8798828125
2017-04-27,10.36,5271.7001953125
2017-04-28,10.82,5267.330078125
2017-05-02,10.59,5304.14990234375
2017-05-03,10.68,5301.0
2017-05-04,10.46,5372.419921875
2017-05-05,10.57,5432.39990234375
2017-05-08,9.77,5382.9501953125
2017-05-09,9.96,5398.009765625
2017-05-10,10.21,5400.4599609375
2017-05-11,10.6,5383.419921875
2017-05-12,10.4,5405.419921875
2017-05-15,10.42,5417.39990234375
2017-05-16,10.65,5406.10009765625
2017-05-17,15.59,5317.89013671875
2017-05-18,14.66,5289.72998046875
2017-05-19,12.04,5324.39990234375
2017-05-22,10.93,5322.8798828125
2017-05-23,10.72,5348.16015625
2017-05-24,10.02,5341.33984375
2017-05-25,9.99,5337.16015625
2017-05-26,9.81,5336.64013671875
2017-05-30,10.38,5305.93994140625
2017-05-31,10.41,5283.6298828125
2017-06-01,9.89,5318.669921875
2017-06-02,9.75,5343.41015625
2017-06-05,10.07,5307.89013671875
2017-06-06,10.45,5269.22021484375
2017-06-07,10.39,5265.52978515625
2017-06-08,10.16,5264.240234375
2017-06-09,10.7,5299.7099609375
2017-06-12,11.46,5240.58984375
2017-06-13,10.42,5261.740234375
2017-06-14,10.64,5243.2900390625
2017-06-15,10.9,5216.8798828125
2017-06-16,10.38,5263.31005859375
2017-06-19,10.37,5310.72021484375
2017-06-20,10.86,5293.64990234375
2017-06-21,10.75,5274.259765625
2017-06-22,10.48,5281.93017578125
2017-06-23,10.02,5266.1201171875
2017-06-26,9.9,5295.75
2017-06-27,11.06,5258.580078125
2017-06-28,10.03,5252.89990234375
2017-06-29,11.44,5154.35009765625
2017-06-30,11.18,5120.68017578125
2017-07-03,11.22,5195.72021484375
2017-07-05,11.07,5180.10009765625
2017-07-06,12.54,5152.39990234375
2017-07-07,11.19,5145.16015625
2017-07-10,11.11,5165.64013671875
2017-07-11,10.89,5140.60009765625
2017-07-12,10.3,5222.1298828125
2017-07-13,9.9,5235.39990234375
2017-07-14,9.51,5235.31005859375
2017-07-17,9.82,5230.169921875
2017-07-18,9.89,5173.27001953125
2017-07-19,9.79,5216.06982421875
2017-07-20,9.58,5199.22021484375
2017-07-21,9.36,5117.66015625
2017-07-24,9.43,5127.7001953125
2017-07-25,9.43,5161.080078125
2017-07-26,9.6,5190.169921875
2017-07-27,10.11,5186.9501953125
2017-07-28,10.29,5131.39013671875
2017-07-31,10.26,5093.77001953125
2017-08-01,10.09,5127.02978515625
2017-08-02,10.28,5107.25
2017-08-03,10.44,5130.490234375
2017-08-04,10.03,5203.43994140625
2017-08-07,9.93,5207.89013671875
2017-08-08,10.96,5218.89013671875
2017-08-09,11.11,5145.7001953125
2017-08-10,16.04,5115.22998046875
2017-08-11,15.51,5060.919921875
2017-08-14,12.33,5121.669921875
2017-08-15,12.04,5140.25
2017-08-16,11.74,5176.60986328125
2017-08-17,15.55,5146.85009765625
2017-08-18,14.26,5114.14990234375
2017-08-21,13.19,5087.58984375
2017-08-22,11.35,5131.85986328125
2017-08-23,12.25,5115.39013671875
2017-08-24,12.23,5113.1298828125
2017-08-25,11.28,5104.330078125
2017-08-28,11.32,5079.75
2017-08-29,11.7,5031.919921875
2017-08-30,11.22,5056.33984375
2017-08-31,10.59,5085.58984375
2017-09-01,10.13,5123.259765625
2017-09-05,12.23,5086.56005859375
2017-09-06,11.63,5101.41015625
2017-09-07,11.55,5114.6201171875
2017-09-08,12.12,5113.490234375
2017-09-11,10.73,5176.7099609375
2017-09-12,10.58,5209.009765625
2017-09-13,10.5,5217.58984375
2017-09-14,10.44,5225.2001953125
2017-09-15,10.17,5213.91015625
2017-09-18,10.15,5229.31982421875
2017-09-19,10.18,5237.43994140625
2017-09-20,9.78,5241.66015625
2017-09-21,9.67,5267.2900390625
2017-09-22,9.59,5281.2900390625
2017-09-25,10.21,5267.1298828125
2017-09-26,10.17,5268.759765625
2017-09-27,9.87,5281.9599609375
2017-09-28,9.55,5293.77001953125
2017-09-29,9.51,5329.81005859375
2017-10-02,9.45,5350.43994140625
2017-10-03,9.51,5367.41015625
2017-10-04,9.63,5363.22998046875
2017-10-05,9.19,5379.2099609375
2017-10-06,9.65,5359.89990234375
2017-10-09,10.33,5365.830078125
2017-10-10,10.08,5363.64990234375
2017-10-11,9.85,5362.41015625
2017-10-12,9.91,5360.81005859375
2017-10-13,9.61,5351.740234375
2017-10-16,9.91,5362.8798828125
2017-10-17,10.31,5361.3701171875
2017-10-18,10.07,5383.81005859375
2017-10-19,10.05,5368.2900390625
2017-10-20,9.97,5372.3798828125
2017-10-23,11.07,5386.81005859375
2017-10-24,11.16,5394.7998046875
2017-10-25,11.23,5374.89013671875
2017-10-26,11.3,5455.39990234375
2017-10-27,9.8,5494.1298828125
2017-10-30,10.5,5493.6298828125
2017-10-31,10.18,5503.2900390625
2017-11-01,10.2,5514.2900390625
2017-11-02,9.93,5510.5
2017-11-03,9.14,5517.97021484375
2017-11-06,9.4,5507.25
2017-11-07,9.89,5480.64013671875
2017-11-08,9.78,5471.43017578125
2017-11-09,10.5,5407.75
2017-11-10,11.29,5380.72021484375
2017-11-13,11.5,5341.6298828125
2017-11-14,11.59,5315.580078125
2017-11-15,13.13,5301.25
2017-11-16,11.76,5336.39013671875
2017-11-17,11.43,5319.169921875
2017-11-20,10.65,5340.4501953125
2017-11-21,9.73,5366.14990234375
2017-11-22,9.88,5352.759765625
2017-11-24,9.67,5390.4599609375
2017-11-27,9.87,5360.08984375
2017-11-28,10.03,5390.47998046875
2017-11-29,10.7,5398.0498046875
2017-11-30,11.28,5372.7900390625
2017-12-01,11.43,5316.89013671875
2017-12-04,11.68,5389.2900390625
2017-12-05,11.33,5375.52978515625
2017-12-06,11.02,5374.35009765625
2017-12-07,10.16,5383.85986328125
2017-12-08,9.58,5399.08984375
2017-12-11,9.34,5386.830078125
2017-12-12,9.92,5427.18994140625
2017-12-13,10.18,5399.4501953125
2017-12-14,10.49,5357.14013671875
2017-12-15,9.42,5349.2998046875
2017-12-18,9.53,5420.580078125
2017-12-19,10.03,5382.91015625
2017-12-20,9.72,5352.77001953125
2017-12-21,9.62,5385.97021484375
2017-12-22,9.9,5364.72021484375
2017-12-27,10.47,5368.83984375
2017-12-28,10.18,5339.419921875
2017-12-29,11.04,5312.56005859375
2018-01-02,9.77,5288.60009765625
2018-01-03,9.15,5331.27978515625
2018-01-04,9.22,5413.68994140625
2018-01-05,9.22,5470.75
2018-01-08,9.52,5487.419921875
2018-01-09,10.08,5523.93994140625
2018-01-10,9.82,5504.68017578125
2018-01-11,9.88,5488.5498046875
2018-01-12,10.16,5517.06005859375
2018-01-16,11.66,5513.81982421875
2018-01-17,11.91,5493.990234375
2018-01-18,12.22,5494.830078125
2018-01-19,11.27,5526.509765625
2018-01-22,11.03,5541.990234375
2018-01-23,11.1,5535.259765625
2018-01-24,11.47,5495.16015625
2018-01-25,11.58,5481.2099609375
2018-01-26,11.08,5529.14990234375
2018-01-29,13.84,5521.58984375
2018-01-30,14.79,5473.77978515625
2018-01-31,13.54,5481.93017578125
2018-02-01,13.47,5454.5498046875
2018-02-02,17.31,5364.97998046875
2018-02-05,37.32,5285.830078125
2018-02-06,29.98,5161.81005859375
2018-02-07,27.73,5255.89990234375
2018-02-08,33.46,5151.68017578125
2018-02-09,29.06,5079.2099609375
2018-02-12,25.61,5140.06005859375
2018-02-13,24.97,5109.240234375
2018-02-14,19.26,5165.259765625
2018-02-15,19.13,5222.52001953125
2018-02-16,19.46,5281.580078125
2018-02-20,20.6,5289.85986328125
2018-02-21,20.02,5302.169921875
2018-02-22,18.72,5309.22998046875
2018-02-23,16.49,5317.3701171875
2018-02-26,15.8,5344.259765625
2018-02-27,18.59,5343.93017578125
2018-02-28,19.85,5320.490234375
2018-03-01,22.47,5262.56005859375
2018-03-02,19.59,5136.580078125
2018-03-05,18.73,5167.22998046875
2018-03-06,18.36,5170.22998046875
2018-03-07,17.76,5187.830078125
2018-03-08,16.54,5254.10009765625
2018-03-09,14.64,5274.39990234375
2018-03-12,15.78,5276.7099609375
2018-03-13,16.35,5242.7900390625
2018-03-14,17.23,5233.35986328125
2018-03-15,16.59,5267.259765625
2018-03-16,15.8,5282.75
2018-03-19,19.02,5222.83984375
2018-03-20,18.2,5252.43017578125
2018-03-21,17.86,5239.740234375
2018-03-22,23.34,5167.2099609375
2018-03-23,24.87,5095.22021484375
2018-03-26,21.03,5066.27978515625
2018-03-27,22.5,5115.740234375
2018-03-28,22.87,5130.43994140625
2018-03-29,19.97,5167.2998046875
2018-04-03,21.1,5152.1201171875
2018-04-04,20.06,5141.7998046875
2018-04-05,18.94,5276.669921875
2018-04-06,21.49,5258.240234375
2018-04-09,21.77,5263.39013671875
2018-04-10,20.47,5307.56005859375
2018-04-11,20.24,5277.93994140625
2018-04-12,18.49,5309.22021484375
2018-04-13,17.41,5315.02001953125
2018-04-16,16.56,5312.9599609375
2018-04-17,15.25,5353.5400390625
2018-04-18,15.6,5380.169921875
2018-04-19,15.96,5391.64013671875
2018-04-20,16.88,5412.830078125
2018-04-23,16.34,5438.5498046875
2018-04-24,18.02,5444.16015625
2018-04-25,17.84,5413.2998046875
2018-04-26,16.24,5453.580078125
2018-04-27,15.41,5483.18994140625
2018-04-30,15.93,5520.5
2018-05-02,15.97,5529.22021484375
2018-05-03,15.9,5501.66015625
2018-05-04,14.77,5516.0498046875
2018-05-07,14.75,5531.419921875
2018-05-08,14.71,5521.93017578125
2018-05-09,13.42,5534.6298828125
2018-05-10,13.23,5545.9501953125
2018-05-11,12.65,5541.93994140625
2018-05-14,12.93,5540.68017578125
2018-05-15,14.63,5553.16015625
2018-05-16,13.42,5567.5400390625
2018-05-17,13.43,5621.919921875
2018-05-18,13.42,5614.509765625
2018-05-21,13.08,5637.509765625
2018-05-22,13.22,5640.10009765625
2018-05-23,12.58,5565.85009765625
2018-05-24,12.53,5548.4501953125
2018-05-25,13.22,5542.5498046875
2018-05-29,17.02,5438.06005859375
2018-05-30,14.94,5427.35009765625
2018-05-31,15.43,5398.39990234375
2018-06-01,13.46,5465.52978515625
2018-06-04,12.74,5472.91015625
2018-06-05,12.4,5460.9501953125
2018-06-06,11.64,5457.56005859375
2018-06-07,12.13,5448.35986328125
2018-06-08,12.18,5450.22021484375
2018-06-11,12.35,5473.91015625
2018-06-12,12.34,5453.3701171875
2018-06-13,12.94,5452.72998046875
2018-06-14,12.12,5528.4599609375
2018-06-15,11.98,5501.8798828125
2018-06-18,12.31,5450.47998046875
2018-06-19,13.35,5390.6298828125
2018-06-20,12.79,5372.31005859375
2018-06-21,14.64,5316.009765625
2018-06-22,13.77,5387.3798828125
2018-06-25,17.33,5283.85986328125
2018-06-26,15.92,5281.2900390625
2018-06-27,17.91,5327.2001953125
2018-06-28,16.85,5275.64013671875
2018-06-29,16.09,5323.52978515625
2018-07-02,15.6,5276.759765625
2018-07-03,16.14,5316.77001953125
2018-07-05,14.97,5366.31982421875
2018-07-06,13.37,5375.77001953125
2018-07-09,12.69,5398.10986328125
2018-07-10,12.64,5434.35986328125
2018-07-11,13.63,5353.93017578125
2018-07-12,12.58,5405.89990234375
2018-07-13,12.18,5429.2001953125
2018-07-16,12.83,5409.43017578125
2018-07-17,12.06,5422.5400390625
2018-07-18,12.1,5447.43994140625
2018-07-19,12.87,5417.06982421875
2018-07-20,12.86,5398.31982421875
2018-07-23,12.62,5378.25
2018-07-24,12.41,5434.18994140625
2018-07-25,12.29,5426.41015625
2018-07-26,12.14,5480.5498046875
2018-07-27,13.03,5511.759765625
2018-07-30,14.26,5491.22021484375
2018-07-31,12.83,5511.2998046875
2018-08-01,13.15,5498.3701171875
2018-08-02,12.19,5460.97998046875
2018-08-03,11.64,5478.97998046875
2018-08-06,11.27,5477.18017578125
2018-08-07,10.93,5521.31005859375
2018-08-08,10.85,5501.89990234375
2018-08-09,11.27,5502.25
2018-08-10,13.16,5414.68017578125
2018-08-13,14.78,5412.31982421875
2018-08-14,13.31,5403.41015625
2018-08-15,14.64,5305.22021484375
2018-08-16,13.45,5349.02001953125
2018-08-17,12.64,5344.93017578125
2018-08-20,12.49,5379.64990234375
2018-08-21,12.86,5408.60009765625
2018-08-22,12.25,5420.60986328125
2018-08-23,12.41,5419.330078125
2018-08-24,11.99,5432.5
2018-08-27,12.16,5479.10009765625
2018-08-28,12.5,5484.990234375
2018-08-29,12.25,5501.330078125
2018-08-30,13.53,5478.06005859375
2018-08-31,12.86,5406.85009765625
2018-09-04,13.16,5342.7001953125
2018-09-05,13.91,5260.22021484375
2018-09-06,14.65,5243.83984375
2018-09-07,14.88,5252.22021484375
2018-09-10,14.16,5269.6298828125
2018-09-11,13.22,5283.7900390625
2018-09-12,13.14,5332.1298828125
2018-09-13,12.37,5328.1201171875
2018-09-14,12.07,5352.56982421875
2018-09-17,13.68,5348.8701171875
2018-09-18,12.79,5363.7900390625
2018-09-19,11.75,5393.740234375
2018-09-20,11.8,5451.58984375
2018-09-21,11.68,5494.169921875
2018-09-24,12.2,5476.169921875
2018-09-25,12.42,5479.10009765625
2018-09-26,12.89,5512.72998046875
2018-09-27,12.41,5540.41015625
2018-09-28,12.12,5493.490234375
2018-10-01,12.0,5506.81982421875
2018-10-02,12.05,5467.89013671875
2018-10-03,11.61,5491.39990234375
2018-10-04,14.22,5410.85009765625
2018-10-05,14.82,5359.35986328125
2018-10-08,15.69,5300.25
2018-10-09,15.95,5318.5498046875
2018-10-10,22.96,5206.22021484375
2018-10-11,24.98,5106.3701171875
2018-10-12,21.31,5095.97998046875
2018-10-15,21.3,5095.06982421875
2018-10-16,17.62,5173.0498046875
2018-10-17,17.4,5144.9501953125
2018-10-18,20.06,5116.7900390625
2018-10-19,19.89,5084.66015625
2018-10-22,19.64,5053.31005859375
2018-10-23,20.71,4967.68994140625
2018-10-24,25.23,4953.08984375
2018-10-25,24.22,5032.2998046875
2018-10-26,24.16,4967.3701171875
2018-10-29,24.7,4989.35009765625
2018-10-30,23.35,4978.52978515625
2018-10-31,21.23,5093.43994140625
2018-11-01,19.34,5085.77978515625
2018-11-02,19.51,5102.1298828125
2018-11-05,19.96,5101.39013671875
2018-11-06,19.91,5075.18994140625
2018-11-07,16.36,5137.93994140625
2018-11-08,16.72,5131.4501953125
2018-11-09,17.36,5106.75
2018-11-12,20.45,5059.08984375
2018-11-13,20.02,5101.85009765625
2018-11-14,21.25,5068.85009765625
2018-11-15,19.98,5033.6201171875
2018-11-16,18.14,5025.2001953125
2018-11-19,20.1,4985.4501953125
2018-11-20,22.48,4924.89013671875
2018-11-21,20.8,4975.5
2018-11-23,21.52,4946.9501953125
2018-11-26,18.9,4994.97998046875
2018-11-27,19.02,4983.14990234375
2018-11-28,18.49,4983.240234375
2018-11-29,18.79,5006.25
2018-11-30,18.07,5003.919921875
2018-12-03,16.44,5053.97998046875
2018-12-04,20.74,5012.66015625
2018-12-06,21.19,4780.4599609375
2018-12-07,23.23,4813.1298828125
2018-12-10,22.64,4742.3798828125
2018-12-11,21.76,4806.2001953125
2018-12-12,21.46,4909.4501953125
2018-12-13,20.65,4896.919921875
2018-12-14,21.63,4853.7001953125
2018-12-17,24.52,4799.8701171875
2018-12-18,25.58,4754.080078125
2018-12-19,25.58,4777.4501953125
2018-12-20,28.38,4692.4599609375
2018-12-21,30.11,4694.3798828125
2018-12-24,36.07,4626.39013671875
2018-12-27,29.96,4598.60986328125
2018-12-28,28.34,4678.740234375
2018-12-31,25.42,4730.68994140625
2019-01-02,23.22,4689.39013671875
2019-01-03,25.45,4611.490234375
2019-01-04,21.38,4737.1201171875
2019-01-07,21.4,4719.169921875
2019-01-08,20.47,4773.27001953125
2019-01-09,19.98,4813.580078125
2019-01-10,19.5,4805.66015625
2019-01-11,18.19,4781.33984375
2019-01-14,19.07,4762.75
2019-01-15,18.6,4786.169921875
2019-01-16,19.04,4810.740234375
2019-01-17,18.06,4794.3701171875
2019-01-18,17.8,4875.93017578125
2019-01-22,20.8,4847.52978515625
2019-01-23,19.52,4840.3798828125
2019-01-24,18.89,4871.9599609375
2019-01-25,17.42,4925.81982421875
2019-01-28,18.87,4888.580078125
2019-01-29,19.13,4928.18017578125
2019-01-30,17.66,4974.759765625
2019-01-31,16.57,4992.72021484375
2019-02-01,16.14,5019.259765625
2019-02-04,15.73,5000.18994140625
2019-02-05,15.57,5083.33984375
