,vix,spx
1999-01-20,28.6,4190.009765625
1999-01-21,30.92,4154.02978515625
1999-01-22,31.95,4019.330078125
1999-01-25,31.13,4050.800048828125
1999-01-26,29.23,4071.280029296875
1999-01-27,29.73,4098.10009765625
1999-01-28,28.11,4199.669921875
1999-01-29,26.25,4251.7998046875
1999-02-01,27.67,4303.919921875
1999-02-02,28.16,4243.56982421875
1999-02-03,27.88,4188.83984375
1999-02-04,29.48,4167.419921875
1999-02-05,29.67,4147.2998046875
1999-02-08,30.27,4154.02001953125
1999-02-09,31.36,4038.489990234375
1999-02-10,30.45,4001.929931640625
1999-02-11,27.42,4072.340087890625
1999-02-12,29.76,4060.360107421875
1999-02-16,29.65,4052.320068359375
1999-02-17,30.65,3985.489990234375
1999-02-18,30.45,4039.409912109375
1999-02-19,29.3,4130.47998046875
1999-02-22,25.87,4165.85986328125
1999-02-23,26.49,4207.9501953125
1999-02-24,27.21,4213.7001953125
1999-02-25,28.01,4152.56005859375
1999-02-26,27.88,4092.93994140625
1999-03-01,28.37,4032.050048828125
1999-03-02,29.22,4048.6298828125
1999-03-03,29.04,4004.159912109375
1999-03-04,26.67,4087.989990234375
1999-03-05,24.08,4189.56005859375
1999-03-08,24.54,4175.97021484375
1999-03-09,25.02,4159.7998046875
1999-03-10,24.79,4162.31005859375
1999-03-11,24.37,4184.3798828125
1999-03-12,24.84,4175.02978515625
1999-03-15,25.24,4185.1201171875
1999-03-16,25.15,4186.35009765625
1999-03-17,25.57,4170.009765625
1999-03-18,24.13,4152.3701171875
1999-03-19,24.32,4219.64990234375
1999-03-22,25.0,4197.06005859375
1999-03-23,27.27,4079.469970703125
1999-03-24,26.6,4058.159912109375
1999-03-25,24.33,4137.009765625
1999-03-26,24.04,4115.7099609375
1999-03-29,23.54,4153.64990234375
1999-03-30,22.73,4141.97998046875
1999-03-31,23.26,4197.8798828125
1999-04-01,22.06,4229.85009765625
1999-04-06,22.65,4304.47998046875
1999-04-07,22.81,4318.0400390625
1999-04-08,22.59,4330.7001953125
1999-04-09,21.77,4363.14013671875
1999-04-12,21.93,4355.0
1999-04-13,22.73,4367.41015625
1999-04-14,24.94,4349.259765625
1999-04-15,23.93,4310.64013671875
1999-04-16,23.9,4300.91015625
1999-04-19,26.42,4379.33984375
1999-04-20,25.02,4253.27001953125
1999-04-21,23.31,4291.60009765625
1999-04-22,22.62,4291.85009765625
1999-04-23,22.76,4262.43017578125
1999-04-26,23.53,4284.39990234375
1999-04-27,23.36,4390.919921875
1999-04-28,24.4,4374.7001953125
1999-04-29,25.06,4371.52978515625
1999-04-30,25.07,4405.35009765625
1999-05-03,24.15,4442.83984375
1999-05-04,25.62,4438.5498046875
1999-05-05,25.19,4368.169921875
1999-05-06,27.44,4333.240234375
1999-05-07,25.36,4289.56005859375
1999-05-10,26.62,4347.14990234375
1999-05-11,25.62,4349.97998046875
1999-05-12,26.13,4354.7900390625
1999-05-13,25.02,4415.8798828125
1999-05-14,26.86,4323.830078125
1999-05-17,27.28,4248.93994140625
1999-05-18,27.26,4312.740234375
1999-05-19,25.08,4375.91015625
1999-05-20,24.46,4421.91015625
1999-05-21,24.4,4398.1298828125
1999-05-25,28.9,4373.77978515625
1999-05-26,27.57,4376.68017578125
1999-05-27,28.12,4326.43994140625
1999-05-28,25.39,4315.0400390625
1999-06-01,26.62,4313.68994140625
1999-06-02,26.21,4315.33984375
1999-06-03,26.2,4354.52001953125
1999-06-04,23.43,4344.25
1999-06-07,23.78,4404.240234375
1999-06-08,24.02,4407.580078125
1999-06-09,23.9,4422.39013671875
1999-06-10,25.32,4380.990234375
1999-06-11,25.9,4385.830078125
1999-06-14,26.51,4372.39013671875
1999-06-15,25.91,4418.18017578125
1999-06-16,22.4,4481.75
1999-06-17,21.95,4508.77001953125
1999-06-18,21.75,4539.56005859375
1999-06-21,21.81,4545.08984375
1999-06-22,21.7,4538.0400390625
1999-06-23,21.32,4481.66015625
1999-06-24,23.06,4434.2099609375
1999-06-25,21.76,4416.89013671875
1999-06-28,22.63,4465.22998046875
1999-06-29,22.51,4503.830078125
1999-06-30,21.09,4536.60986328125
1999-07-01,19.69,4609.259765625
1999-07-02,18.66,4620.669921875
1999-07-06,20.73,4692.509765625
1999-07-07,20.35,4662.2001953125
1999-07-08,20.24,4631.1298828125
1999-07-09,17.96,4647.830078125
1999-07-12,19.73,4662.27978515625
1999-07-13,19.95,4594.64990234375
1999-07-15,18.68,4665.669921875
1999-07-16,17.42,4656.7900390625
1999-07-19,19.07,4618.75
1999-07-20,21.79,4548.31005859375
1999-07-21,21.46,4501.27001953125
1999-07-22,23.05,4489.56982421875
1999-07-23,23.32,4440.4501953125
1999-07-26,24.98,4395.91015625
1999-07-27,23.23,4426.1201171875
1999-07-28,22.85,4428.7099609375
1999-07-29,24.52,4306.39990234375
1999-07-30,24.64,4382.06005859375
1999-08-02,25.59,4377.8701171875
1999-08-03,26.27,4354.75
1999-08-04,27.4,4326.2001953125
1999-08-05,27.01,4240.7001953125
1999-08-06,26.6,4223.64013671875
1999-08-09,27.66,4292.89990234375
1999-08-10,28.45,4245.35009765625
1999-08-11,25.39,4268.9501953125
1999-08-12,25.03,4365.66015625
1999-08-13,22.31,4434.27978515625
1999-08-16,23.07,4458.75
1999-08-17,21.67,4479.75
1999-08-18,23.3,4479.259765625
1999-08-19,24.39,4408.89990234375
1999-08-20,22.95,4472.0
1999-08-23,22.55,4487.35009765625
1999-08-24,22.4,4540.39990234375
1999-08-25,20.96,4629.22998046875
1999-08-26,21.21,4629.3701171875
1999-08-27,21.83,4642.7099609375
1999-08-30,24.63,4657.43994140625
1999-08-31,24.45,4589.22021484375
1999-09-01,22.93,4633.3798828125
1999-09-02,24.53,4550.60009765625
1999-09-03,20.98,4672.3701171875
1999-09-07,23.44,4679.93017578125
1999-09-08,23.82,4680.60986328125
1999-09-09,23.01,4717.419921875
1999-09-10,22.03,4745.47998046875
1999-09-13,22.89,4716.77978515625
1999-09-14,23.77,4697.39013671875
1999-09-15,24.56,4662.02001953125
1999-09-16,25.25,4640.5498046875
1999-09-17,23.3,4644.31982421875
1999-09-20,24.03,4680.490234375
1999-09-21,25.65,4612.93017578125
1999-09-22,25.19,4568.1201171875
1999-09-23,27.84,4601.240234375
1999-09-24,27.79,4540.8701171875
1999-09-27,26.4,4596.60009765625
1999-09-28,26.06,4543.919921875
1999-09-29,26.49,4535.080078125
1999-09-30,25.41,4591.419921875
1999-10-01,24.93,4550.56982421875
1999-10-04,24.46,4603.240234375
1999-10-05,24.79,4661.1298828125
1999-10-06,22.06,4691.72021484375
1999-10-07,23.58,4742.259765625
1999-10-08,20.49,4721.93017578125
1999-10-11,20.63,4722.35009765625
1999-10-12,22.84,4658.5400390625
1999-10-13,25.96,4602.85009765625
1999-10-14,26.05,4583.6298828125
1999-10-15,28.75,4524.419921875
1999-10-18,28.19,4495.2998046875
1999-10-19,26.56,4591.2001953125
1999-10-20,23.9,4577.830078125
1999-10-21,24.02,4602.39013671875
1999-10-22,21.64,4677.7998046875
1999-10-25,23.6,4669.27978515625
1999-10-26,24.26,4706.58984375
1999-10-27,24.2,4695.0498046875
1999-10-28,21.34,4748.6201171875
1999-10-29,22.2,4888.6201171875
1999-11-02,23.1,4898.52001953125
1999-11-03,23.16,4917.83984375
1999-11-04,23.0,4943.740234375
1999-11-05,21.66,4975.89990234375
1999-11-08,21.87,4994.77001953125
1999-11-09,22.7,4997.56005859375
1999-11-10,22.26,5051.830078125
1999-11-11,22.07,5132.080078125
1999-11-12,21.65,5141.509765625
1999-11-15,22.74,5178.1298828125
1999-11-16,20.73,5191.009765625
1999-11-17,20.96,5178.22998046875
1999-11-18,19.76,5246.330078125
1999-11-19,19.11,5263.22998046875
1999-11-22,19.98,5147.9599609375
1999-11-23,21.0,5152.8701171875
1999-11-24,20.26,5189.3798828125
1999-11-26,22.33,5396.990234375
1999-11-29,23.57,5373.91015625
1999-11-30,24.18,5341.6201171875
1999-12-01,22.23,5381.41015625
1999-12-02,21.77,5354.18994140625
1999-12-03,19.32,5468.0498046875
1999-12-06,20.58,5509.97021484375
1999-12-07,21.09,5534.509765625
1999-12-08,21.25,5487.1201171875
1999-12-09,21.19,5548.6201171875
1999-12-10,21.48,5481.10009765625
1999-12-13,21.72,5535.759765625
1999-12-14,23.06,5564.47021484375
1999-12-15,22.03,5530.1298828125
1999-12-16,21.91,5540.16015625
1999-12-17,21.35,5502.39990234375
1999-12-20,23.78,5521.10986328125
1999-12-21,22.66,5529.240234375
1999-12-22,22.43,5621.2900390625
1999-12-23,21.12,5731.35009765625
1999-12-27,23.07,5834.47021484375
1999-12-28,22.97,5827.080078125
1999-12-29,23.09,5837.75
1999-12-30,24.76,5958.31982421875
2000-01-03,24.21,5917.3701171875
2000-01-04,27.01,5672.02001953125
2000-01-05,26.41,5479.7001953125
2000-01-06,25.73,5450.10986328125
2000-01-07,21.72,5539.60986328125
2000-01-10,21.71,5646.1201171875
2000-01-11,22.5,5613.89990234375
2000-01-12,22.84,5582.5
2000-01-13,21.71,5633.240234375
2000-01-14,19.66,5787.43994140625
2000-01-18,21.5,5672.9501953125
2000-01-19,21.72,5649.4599609375
2000-01-20,21.75,5709.740234375
2000-01-21,20.82,5681.31982421875
2000-01-24,24.07,5690.85986328125
2000-01-25,23.02,5597.5
2000-01-26,23.03,5646.31982421875
2000-01-27,23.54,5688.35009765625
2000-01-28,26.14,5731.0498046875
2000-01-31,24.95,5659.81005859375
2000-02-01,23.45,5773.419921875
2000-02-02,23.12,5946.85986328125
2000-02-03,22.01,6149.669921875
2000-02-04,21.54,6275.72021484375
2000-02-07,22.79,6203.580078125
2000-02-08,21.25,6297.66015625
2000-02-09,22.9,6271.60009765625
2000-02-10,23.07,6207.52001953125
2000-02-11,24.42,6287.009765625
2000-02-14,24.38,6268.31982421875
2000-02-15,22.92,6092.6298828125
2000-02-16,23.51,6046.27001953125
2000-02-17,23.17,6154.9599609375
2000-02-18,26.0,6062.72021484375
2000-02-22,25.86,5963.31005859375
2000-02-23,23.89,6031.25
2000-02-24,24.38,6078.77978515625
2000-02-25,25.2,6188.64013671875
2000-02-28,24.68,6102.72998046875
2000-02-29,23.37,6190.9599609375
2000-03-01,21.64,6256.31982421875
2000-03-02,21.06,6477.5498046875
2000-03-03,19.21,6514.10986328125
2000-03-06,21.5,6545.97998046875
2000-03-07,24.31,6441.85009765625
2000-03-08,23.82,6344.97021484375
2000-03-09,22.21,6423.43017578125
2000-03-10,21.24,6510.27978515625
2000-03-13,22.85,6336.93017578125
2000-03-14,24.41,6350.35009765625
2000-03-15,22.34,6188.93994140625
2000-03-16,20.77,6258.52978515625
2000-03-17,22.37,6304.27978515625
2000-03-20,22.96,6352.509765625
2000-03-21,21.7,6320.8701171875
2000-03-22,21.49,6279.2900390625
2000-03-23,22.26,6268.31005859375
2000-03-24,23.31,6364.259765625
2000-03-27,24.53,6450.85009765625
2000-03-28,24.86,6524.2998046875
2000-03-29,24.1,6505.47998046875
2000-03-30,25.47,6313.81982421875
2000-03-31,24.11,6286.0498046875
2000-04-03,24.03,6130.27001953125
2000-04-04,27.12,6221.93994140625
2000-04-05,28.41,6036.93994140625
2000-04-06,27.15,6224.02001953125
2000-04-07,24.39,6308.0400390625
2000-04-10,25.99,6364.89990234375
2000-04-11,27.25,6261.419921875
2000-04-12,28.98,6238.7001953125
2000-04-13,29.4,6264.33984375
2000-04-14,33.49,6065.7099609375
2000-04-17,28.95,6060.5400390625
2000-04-18,26.12,6147.43994140625
2000-04-19,27.02,6166.4599609375
2000-04-20,25.85,6234.509765625
2000-04-25,25.24,6320.2900390625
2000-04-26,26.97,6390.8701171875
2000-04-27,26.19,6247.85986328125
2000-04-28,26.2,6419.72021484375
2000-05-02,28.5,6562.41015625
2000-05-03,31.63,6435.64990234375
2000-05-04,30.77,6491.740234375
2000-05-05,27.53,6545.759765625
2000-05-08,28.2,6514.419921875
2000-05-09,28.93,6369.60986328125
2000-05-10,29.87,6263.33984375
2000-05-11,27.76,6380.1298828125
2000-05-12,26.05,6449.27001953125
2000-05-15,24.86,6392.27001953125
2000-05-16,24.34,6557.39013671875
2000-05-17,23.98,6453.0498046875
2000-05-18,23.96,6451.97021484375
2000-05-19,25.44,6196.0498046875
2000-05-22,26.0,6094.169921875
2000-05-23,25.87,6148.56005859375
2000-05-24,24.32,6027.10009765625
2000-05-25,24.58,6129.66015625
2000-05-26,24.47,6129.14990234375
2000-05-30,23.62,6325.490234375
2000-05-31,23.65,6426.259765625
2000-06-01,22.36,6599.7099609375
2000-06-02,21.48,6673.52001953125
2000-06-05,22.71,6656.259765625
2000-06-06,23.05,6589.77001953125
2000-06-07,22.48,6498.5
2000-06-08,22.77,6523.66015625
2000-06-09,22.14,6549.0498046875
2000-06-13,21.67,6532.83984375
2000-06-14,21.48,6608.10009765625
2000-06-15,20.68,6512.97998046875
2000-06-16,20.5,6456.259765625
2000-06-19,20.63,6505.16015625
2000-06-20,20.88,6554.919921875
2000-06-21,20.61,6490.759765625
2000-06-22,22.0,6474.8798828125
2000-06-23,22.34,6545.35009765625
2000-06-26,22.45,6586.259765625
2000-06-27,21.8,6568.08984375
2000-06-28,20.29,6607.9599609375
2000-06-29,19.7,6400.81982421875
2000-06-30,19.54,6446.5400390625
2000-07-03,19.83,6508.47021484375
2000-07-05,21.16,6462.7001953125
2000-07-06,20.94,6453.97021484375
2000-07-07,19.22,6565.97021484375
2000-07-10,20.33,6487.419921875
2000-07-11,20.11,6490.35009765625
2000-07-12,20.03,6536.509765625
2000-07-13,20.03,6570.35986328125
2000-07-17,19.45,6619.25
2000-07-18,19.75,6514.5400390625
2000-07-19,19.65,6495.10986328125
2000-07-20,18.94,6563.77001953125
2000-07-21,18.94,6464.1201171875
2000-07-24,19.92,6502.56982421875
2000-07-25,19.39,6463.91015625
2000-07-26,19.67,6493.0
2000-07-27,19.6,6511.52978515625
2000-07-28,20.84,6415.72021484375
2000-07-31,20.74,6542.490234375
2000-08-01,20.55,6532.2900390625
2000-08-02,20.0,6529.91015625
2000-08-03,19.99,6354.93017578125
2000-08-04,18.62,6461.35009765625
2000-08-07,19.03,6519.0400390625
2000-08-08,18.79,6532.43994140625
2000-08-09,19.18,6570.18017578125
2000-08-10,19.19,6562.5400390625
2000-08-11,18.55,6553.0
2000-08-14,17.88,6609.35986328125
2000-08-15,17.98,6636.60986328125
2000-08-16,18.02,6684.080078125
2000-08-17,17.48,6635.33984375
2000-08-18,17.05,6594.35009765625
2000-08-21,17.35,6571.6298828125
2000-08-22,17.47,6513.7099609375
2000-08-23,17.38,6501.7001953125
2000-08-24,17.04,6461.93017578125
2000-08-25,16.53,6595.10986328125
2000-08-28,16.54,6615.02001953125
2000-08-29,16.89,6633.990234375
2000-08-30,17.69,6634.6201171875
2000-08-31,16.84,6625.419921875
2000-09-01,17.53,6813.66015625
2000-09-05,19.82,6856.759765625
2000-09-06,20.79,6796.7900390625
2000-09-07,19.42,6834.4599609375
2000-09-08,18.46,6703.35986328125
2000-09-11,18.4,6675.009765625
2000-09-12,18.59,6697.7998046875
2000-09-13,18.32,6568.89013671875
2000-09-14,18.26,6637.91015625
2000-09-15,18.52,6614.64990234375
2000-09-18,20.25,6522.3798828125
2000-09-19,19.54,6529.9501953125
2000-09-20,19.93,6405.43017578125
2000-09-21,20.18,6254.77001953125
2000-09-22,20.74,6258.580078125
2000-09-25,21.41,6336.27978515625
2000-09-26,21.88,6294.06005859375
2000-09-27,21.67,6319.7900390625
2000-09-28,19.47,6311.02978515625
2000-09-29,20.57,6266.6298828125
2000-10-02,21.23,6349.240234375
2000-10-03,21.85,6400.43017578125
2000-10-04,21.54,6296.1298828125
2000-10-05,21.03,6335.1201171875
2000-10-06,22.71,6258.41015625
2000-10-09,24.02,6110.06005859375
2000-10-10,24.86,6143.2998046875
2000-10-11,26.57,5956.1201171875
2000-10-12,30.51,5990.7001953125
2000-10-13,27.6,6064.2099609375
2000-10-16,26.79,6088.0400390625
2000-10-17,27.84,6067.14990234375
2000-10-18,28.72,5937.35009765625
2000-10-19,25.09,6066.47998046875
2000-10-20,24.24,6149.43994140625
2000-10-23,24.69,6182.33984375
2000-10-24,24.28,6323.740234375
2000-10-25,26.65,6277.89990234375
2000-10-26,28.62,6208.419921875
2000-10-27,26.47,6268.93017578125
2000-10-30,25.46,6296.83984375
2000-10-31,23.63,6397.66015625
2000-11-01,24.28,6409.0498046875
2000-11-02,23.92,6400.31005859375
2000-11-03,23.67,6398.919921875
2000-11-06,24.52,6352.240234375
2000-11-07,24.91,6386.06982421875
2000-11-08,25.66,6336.02978515625
2000-11-09,27.2,6271.14990234375
2000-11-10,28.53,6147.490234375
2000-11-13,29.06,6037.72998046875
2000-11-14,26.81,6225.97998046875
2000-11-15,26.15,6301.77978515625
2000-11-16,25.05,6283.06005859375
2000-11-17,24.81,6161.919921875
2000-11-20,27.43,6021.7900390625
2000-11-21,26.62,6081.02001953125
2000-11-22,27.71,5944.7001953125
2000-11-24,26.0,6145.64990234375
2000-11-27,26.93,6171.330078125
2000-11-28,27.64,6069.22021484375
2000-11-29,27.49,6060.64990234375
2000-11-30,29.65,5928.080078125
2000-12-01,27.48,5928.5
2000-12-04,27.78,5791.509765625
2000-12-05,24.99,5994.89013671875
2000-12-06,25.07,5985.240234375
2000-12-07,25.34,5984.68994140625
2000-12-08,22.41,5939.31982421875
2000-12-11,23.51,6077.8798828125
2000-12-12,24.88,6047.66015625
2000-12-13,23.63,5962.2900390625
2000-12-14,24.86,5905.64990234375
2000-12-15,26.55,5839.5400390625
2000-12-18,27.7,5887.490234375
2000-12-19,27.17,5958.85986328125
2000-12-20,31.74,5766.2998046875
2000-12-21,29.66,5758.919921875
2000-12-22,27.55,5783.72998046875
2000-12-27,28.14,5857.14990234375
2000-12-28,26.57,5920.60009765625
2000-12-29,26.85,5926.419921875
2001-01-02,29.99,5798.89990234375
2001-01-03,26.6,5684.0498046875
2001-01-04,26.97,5815.990234375
2001-01-05,28.67,5758.02001953125
2001-01-08,29.84,5732.7998046875
2001-01-09,27.99,5663.18994140625
2001-01-10,26.8,5653.35009765625
2001-01-11,25.79,5702.77978515625
2001-01-12,24.56,5834.33984375
2001-01-16,25.28,5761.669921875
2001-01-17,24.93,5884.08984375
2001-01-18,23.37,5860.16015625
2001-01-19,23.24,5845.72998046875
2001-01-22,23.25,5882.759765625
2001-01-23,21.57,5839.72998046875
2001-01-24,22.03,5900.31982421875
2001-01-25,22.64,5934.68017578125
2001-01-26,22.57,5925.6201171875
2001-01-29,22.61,5887.89990234375
2001-01-30,22.57,5917.14990234375
2001-01-31,22.02,5998.490234375
2001-02-01,21.66,5899.72021484375
2001-02-02,21.95,5826.3701171875
2001-02-05,22.19,5823.490234375
2001-02-06,21.98,5852.35009765625
2001-02-07,21.67,5752.14013671875
2001-02-08,21.46,5773.4599609375
2001-02-09,22.03,5712.35986328125
2001-02-12,21.92,5759.47998046875
2001-02-13,21.37,5739.02978515625
2001-02-14,21.52,5644.22998046875
2001-02-15,20.27,5704.52978515625
2001-02-16,22.12,5595.1298828125
2001-02-20,24.69,5548.740234375
2001-02-21,25.75,5474.3701171875
2001-02-22,26.76,5452.47998046875
2001-02-23,27.21,5322.83984375
2001-02-26,25.43,5415.10009765625
2001-02-27,26.49,5437.759765625
2001-02-28,28.35,5367.47998046875
2001-03-01,28.08,5341.33984375
2001-03-02,27.43,5291.919921875
2001-03-05,27.12,5368.830078125
2001-03-06,25.89,5457.27978515625
2001-03-07,24.12,5483.68017578125
2001-03-08,24.29,5438.66015625
2001-03-09,25.62,5368.89013671875
2001-03-12,30.32,5242.39990234375
2001-03-13,27.55,5186.8701171875
2001-03-14,29.61,5115.5
2001-03-15,28.56,5177.66015625
2001-03-16,29.91,5104.77001953125
2001-03-19,29.78,5048.60009765625
2001-03-20,30.96,5138.39990234375
2001-03-21,31.93,5023.759765625
2001-03-22,32.84,4824.81982421875
2001-03-23,30.45,4951.1298828125
2001-03-26,29.04,5124.7998046875
2001-03-27,27.04,5235.60009765625
2001-03-28,28.58,5150.43017578125
2001-03-29,29.17,5157.919921875
2001-03-30,28.64,5180.4501953125
2001-04-02,31.21,5210.47998046875
2001-04-03,34.72,5004.0
2001-04-04,34.07,5071.81982421875
2001-04-05,29.94,5158.56005859375
2001-04-06,31.69,5139.7099609375
2001-04-09,31.91,5183.22021484375
2001-04-10,29.44,5331.22998046875
2001-04-11,28.46,5361.52978515625
2001-04-12,26.12,5372.7099609375
2001-04-17,25.61,5340.97998046875
2001-04-18,24.13,5505.080078125
2001-04-19,24.16,5480.0498046875
2001-04-20,25.38,5449.33984375
2001-04-23,28.16,5396.85009765625
2001-04-24,28.49,5424.43017578125
2001-04-25,27.4,5407.83984375
2001-04-26,25.96,5481.72998046875
2001-04-27,24.02,5575.97021484375
2001-04-30,25.48,5640.02978515625
2001-05-02,24.23,5572.91015625
2001-05-03,25.78,5457.06982421875
2001-05-04,23.91,5455.5498046875
2001-05-07,24.86,5498.52001953125
2001-05-08,24.44,5516.93017578125
2001-05-09,24.35,5492.080078125
2001-05-10,24.0,5606.4599609375
2001-05-11,23.54,5567.25
2001-05-14,24.26,5487.72021484375
2001-05-15,23.71,5544.1298828125
2001-05-16,21.89,5522.68994140625
2001-05-17,21.47,5592.64990234375
2001-05-18,21.23,5638.240234375
2001-05-21,20.76,5652.0400390625
2001-05-22,21.35,5693.47021484375
2001-05-23,22.08,5630.740234375
2001-05-24,20.57,5656.47021484375
2001-05-25,20.6,5581.93994140625
2001-05-29,22.14,5542.27001953125
2001-05-30,22.76,5444.27001953125
2001-05-31,22.64,5454.18994140625
2001-06-01,21.59,5432.7099609375
2001-06-05,19.58,5516.27001953125
2001-06-06,20.39,5496.490234375
2001-06-07,19.67,5453.39013671875
2001-06-08,19.92,5439.93017578125
2001-06-11,20.7,5418.47021484375
2001-06-12,20.7,5311.93994140625
2001-06-13,21.45,5353.6298828125
2001-06-14,23.12,5297.06982421875
2001-06-15,22.81,5243.83984375
2001-06-18,23.17,5160.27978515625
2001-06-19,22.34,5199.41015625
2001-06-20,21.71,5170.490234375
2001-06-21,19.38,5134.97021484375
2001-06-22,20.02,5183.669921875
2001-06-25,20.67,5213.4599609375
2001-06-26,21.2,5090.72998046875
2001-06-27,20.88,5057.72021484375
2001-06-28,20.01,5133.56005859375
2001-06-29,19.06,5225.330078125
2001-07-02,18.76,5296.509765625
2001-07-03,18.92,5205.77978515625
2001-07-05,20.09,5123.830078125
2001-07-06,21.63,4999.35986328125
2001-07-09,22.48,5027.3701171875
2001-07-10,23.25,4973.39990234375
2001-07-11,24.01,4914.68017578125
2001-07-12,22.09,4961.43017578125
2001-07-13,21.14,5025.240234375
2001-07-16,22.91,5022.759765625
2001-07-17,22.61,4978.5400390625
2001-07-18,23.6,4867.5
2001-07-19,22.51,4930.39013671875
2001-07-20,22.34,4880.7001953125
2001-07-23,23.74,4911.919921875
2001-07-24,25.24,4855.60009765625
2001-07-25,24.0,4773.169921875
2001-07-26,23.01,4842.1201171875
2001-07-27,22.0,4967.14990234375
2001-07-30,22.69,5033.7099609375
2001-07-31,21.62,5085.509765625
2001-08-01,20.56,5111.580078125
2001-08-02,20.09,5088.7001953125
2001-08-03,19.89,5031.2900390625
2001-08-06,21.89,5066.25
2001-08-07,21.01,5051.6201171875
2001-08-08,22.32,4986.22998046875
2001-08-09,21.75,4888.2998046875
2001-08-10,20.55,4846.02001953125
2001-08-13,20.42,4920.35009765625
2001-08-14,20.48,4962.64013671875
2001-08-15,20.91,4933.97021484375
2001-08-16,21.54,4882.6201171875
2001-08-17,23.84,4777.3701171875
2001-08-20,22.87,4791.43017578125
2001-08-21,24.4,4834.8701171875
2001-08-22,22.44,4812.14013671875
2001-08-23,22.23,4809.5
2001-08-24,19.71,4916.56005859375
2001-08-27,20.56,4905.7900390625
2001-08-28,22.0,4815.72021484375
2001-08-29,23.03,4834.89013671875
2001-08-30,25.41,4703.8701171875
2001-08-31,24.92,4689.33984375
2001-09-04,25.85,4673.97998046875
2001-09-05,26.35,4571.56005859375
2001-09-06,28.61,4480.75
2001-09-07,30.99,4413.509765625
2001-09-10,31.84,4383.740234375
2001-09-17,41.76,4015.4599609375
2001-09-18,38.87,3970.179931640625
2001-09-19,40.56,3888.929931640625
2001-09-20,43.74,3738.179931640625
2001-09-21,42.66,3652.8701171875
2001-09-24,37.75,3861.18994140625
2001-09-25,35.81,3902.85009765625
2001-09-26,35.26,3975.530029296875
2001-09-27,34.0,4013.22998046875
2001-09-28,31.93,4079.02001953125
2001-10-01,32.32,4004.570068359375
2001-10-02,31.18,4044.659912109375
2001-10-03,31.34,4024.25
2001-10-04,31.97,4195.7998046875
2001-10-05,33.39,4164.759765625
2001-10-08,35.12,4172.2099609375
2001-10-09,34.83,4176.97021484375
2001-10-10,31.6,4319.3798828125
2001-10-11,31.5,4330.68017578125
2001-10-12,35.27,4336.8798828125
2001-10-15,35.31,4213.91015625
2001-10-16,32.88,4308.490234375
2001-10-17,35.08,4411.509765625
2001-10-18,34.95,4338.08984375
2001-10-19,34.11,4264.89013671875
2001-10-22,32.25,4341.2900390625
2001-10-23,32.0,4455.759765625
2001-10-24,30.95,4486.35009765625
2001-10-25,29.46,4378.4501953125
2001-10-26,28.42,4478.6298828125
2001-10-29,31.64,4383.240234375
2001-10-30,33.46,4251.93017578125
2001-10-31,33.56,4341.2900390625
2001-11-01,32.31,4366.93994140625
2001-11-02,30.71,4369.39990234375
2001-11-05,30.5,4485.33984375
2001-11-06,28.8,4461.68994140625
2001-11-07,29.13,4493.27001953125
2001-11-08,28.62,4573.0400390625
2001-11-09,27.44,4514.27978515625
2001-11-12,29.35,4376.580078125
2001-11-13,26.47,4565.68017578125
2001-11-14,26.56,4575.08984375
2001-11-15,25.56,4577.27978515625
2001-11-16,25.07,4587.2998046875
2001-11-19,24.46,4660.490234375
2001-11-20,24.12,4593.52001953125
2001-11-21,24.19,4557.02978515625
2001-11-23,23.25,4573.81982421875
2001-11-26,23.79,4564.3798828125
2001-11-27,24.0,4485.81982421875
2001-11-28,25.9,4445.5
2001-11-29,25.18,4445.8701171875
2001-11-30,23.84,4476.06005859375
2001-12-03,25.77,4463.83984375
2001-12-04,24.08,4529.240234375
2001-12-05,23.02,4677.5498046875
2001-12-06,23.71,4679.3798828125
2001-12-07,23.49,4642.93994140625
2001-12-10,25.62,4556.2900390625
2001-12-11,25.3,4551.93994140625
2001-12-12,24.87,4510.68017578125
2001-12-13,25.91,4410.66015625
2001-12-14,24.63,4340.02001953125
2001-12-17,24.26,4485.169921875
2001-12-18,23.29,4480.10009765625
2001-12-19,22.58,4467.919921875
2001-12-20,23.67,4426.72021484375
2001-12-21,22.5,4499.33984375
2001-12-24,22.62,4502.10009765625
2001-12-27,21.59,4591.16015625
2001-12-28,21.4,4624.580078125
2002-01-02,22.71,4580.43994140625
2002-01-03,21.34,4681.2001953125
2002-01-04,20.45,4682.7900390625
2002-01-07,21.94,4615.5400390625
2002-01-08,21.83,4568.08984375
2002-01-09,22.13,4587.009765625
2002-01-10,22.36,4515.52001953125
2002-01-11,22.6,4554.68994140625
2002-01-14,23.58,4453.97021484375
2002-01-15,22.7,4518.419921875
2002-01-16,23.45,4425.5
2002-01-17,22.25,4475.64013671875
2002-01-18,22.52,4448.85009765625
2002-01-22,23.61,4446.72021484375
2002-01-23,21.88,4450.81005859375
2002-01-24,21.15,4508.06982421875
2002-01-25,21.01,4484.31005859375
2002-01-28,21.14,4533.1298828125
2002-01-29,24.35,4476.10009765625
2002-01-30,23.22,4407.27001953125
2002-01-31,21.09,4461.8701171875
2002-02-01,21.12,4455.56005859375
2002-02-04,24.87,4397.5400390625
2002-02-05,25.45,4307.75
